10:2:2:10 => [4, 0, 4, 2, 2, 0, 2, 2, 4, 0]-[0, 4, 0, 2, 2, 4, 2, 2, 0, 4]
10:2:3:10 => [3, 3, 3, 6, 3, 6, 3, 6, 3, 3]-[3, 3, 3, 0, 3, 0, 3, 0, 3, 3]
10:2:4:10 => [0, 8, 8, 4, 0, 8, 8, 4, 0, 4]-[8, 0, 0, 4, 8, 0, 0, 4, 8, 4]
10:2:5:10 => [10, 5, 0, 5, 5, 0, 5, 0, 0, 10]-[0, 5, 10, 5, 5, 10, 5, 10, 10, 0]
10:2:6:10 => [0, 6, 12, 12, 6, 0, 6, 6, 0, 6]-[12, 6, 0, 0, 6, 12, 6, 6, 12, 6]
10:2:7:10 => [6, 7, 0, 7, 0, 14, 7, 7, 7, 0]-[8, 7, 14, 7, 14, 0, 7, 7, 7, 14]
10:2:8:10 => [8, 0, 16, 16, 8, 16, 16, 16, 0, 16]-[8, 16, 0, 0, 8, 0, 0, 0, 16, 0]
10:2:9:10 => [1, 0, 9, 9, 0, 9, 18, 9, 0, 0]-[17, 18, 9, 9, 18, 9, 0, 9, 18, 18]
10:2:10:10 => [4, 10, 0, 10, 20, 10, 10, 20, 10, 0]-[16, 10, 20, 10, 0, 10, 10, 0, 10, 20]
10:3:2:10 => [2, 4, 4, 2, 4, 2, 4, 4, 6, 2]-[4, 2, 2, 4, 2, 4, 2, 2, 0, 4]
10:3:3:10 => [6, 9, 3, 0, 9, 3, 6, 6, 6, 3]-[3, 0, 6, 9, 0, 6, 3, 3, 3, 6]
10:3:4:10 => [4, 8, 12, 8, 4, 4, 4, 4, 8, 12]-[8, 4, 0, 4, 8, 8, 8, 8, 4, 0]
10:3:5:10 => [10, 10, 10, 5, 15, 10, 10, 5, 10, 0]-[5, 5, 5, 10, 0, 5, 5, 10, 5, 15]
10:3:6:10 => [14, 6, 12, 12, 18, 6, 6, 6, 12, 12]-[4, 12, 6, 6, 0, 12, 12, 12, 6, 6]
10:3:7:10 => [7, 7, 14, 7, 14, 7, 0, 14, 14, 0]-[14, 14, 7, 14, 7, 14, 21, 7, 7, 21]
10:3:8:10 => [2, 0, 16, 16, 16, 16, 8, 0, 16, 8]-[22, 24, 8, 8, 8, 8, 16, 24, 8, 16]
10:3:9:10 => [2, 27, 0, 0, 18, 9, 0, 18, 27, 9]-[25, 0, 27, 27, 9, 18, 27, 9, 0, 18]
10:3:10:10 => [12, 14, 10, 20, 30, 30, 0, 10, 20, 30]-[18, 16, 20, 10, 0, 0, 30, 20, 10, 0]
10:4:2:10 => [4, 4, 4, 6, 2, 2, 4, 6, 2, 4]-[4, 4, 4, 2, 6, 6, 4, 2, 6, 4]
10:4:3:10 => [4, 6, 3, 6, 3, 3, 3, 3, 3, 6]-[8, 6, 9, 6, 9, 9, 9, 9, 9, 6]
10:4:4:10 => [8, 4, 8, 16, 4, 12, 4, 12, 8, 12]-[8, 12, 8, 0, 12, 4, 12, 4, 8, 4]
10:4:5:10 => [10, 10, 5, 10, 15, 10, 5, 15, 15, 5]-[10, 10, 15, 10, 5, 10, 15, 5, 5, 15]
10:4:6:10 => [10, 12, 0, 0, 0, 12, 12, 12, 18, 18]-[14, 12, 24, 24, 24, 12, 12, 12, 6, 6]
10:4:7:10 => [10, 7, 14, 21, 21, 28, 21, 14, 21, 14]-[18, 21, 14, 7, 7, 0, 7, 14, 7, 14]
10:4:8:10 => [12, 16, 16, 8, 16, 16, 16, 16, 8, 8]-[20, 16, 16, 24, 16, 16, 16, 16, 24, 24]
10:4:9:10 => [13, 27, 27, 18, 36, 18, 18, 18, 18, 9]-[23, 9, 9, 18, 0, 18, 18, 18, 18, 27]
10:4:10:10 => [11, 40, 20, 30, 10, 20, 20, 20, 20, 30]-[29, 0, 20, 10, 30, 20, 20, 20, 20, 10]
10:5:2:10 => [0, 8, 6, 6, 2, 2, 4, 6, 6, 6]-[10, 2, 4, 4, 8, 8, 6, 4, 4, 4]
10:5:3:10 => [6, 9, 9, 15, 12, 3, 6, 3, 9, 6]-[9, 6, 6, 0, 3, 12, 9, 12, 6, 9]
10:5:4:10 => [4, 16, 12, 12, 0, 12, 8, 16, 16, 12]-[16, 4, 8, 8, 20, 8, 12, 4, 4, 8]
10:5:5:10 => [15, 15, 15, 20, 25, 10, 15, 5, 20, 15]-[10, 10, 10, 5, 0, 15, 10, 20, 5, 10]
10:5:6:10 => [26, 18, 18, 18, 12, 12, 18, 12, 18, 12]-[4, 12, 12, 12, 18, 18, 12, 18, 12, 18]
10:5:7:10 => [23, 17, 14, 21, 7, 7, 21, 7, 21, 28]-[12, 18, 21, 14, 28, 28, 14, 28, 14, 7]
10:5:8:10 => [22, 16, 20, 16, 16, 24, 24, 16, 24, 24]-[18, 24, 20, 24, 24, 16, 16, 24, 16, 16]
10:5:9:10 => [2, 36, 18, 9, 27, 36, 36, 36, 9, 18]-[43, 9, 27, 36, 18, 9, 9, 9, 36, 27]
10:5:10:10 => [30, 20, 10, 40, 30, 20, 40, 20, 40, 30]-[20, 30, 40, 10, 20, 30, 10, 30, 10, 20]
10:6:2:10 => [8, 4, 10, 12, 2, 8, 12, 8, 6, 6]-[4, 8, 2, 0, 10, 4, 0, 4, 6, 6]
10:6:3:10 => [6, 9, 12, 6, 15, 15, 6, 12, 15, 6]-[12, 9, 6, 12, 3, 3, 12, 6, 3, 12]
10:6:4:10 => [14, 20, 12, 16, 16, 12, 8, 16, 16, 20]-[10, 4, 12, 8, 8, 12, 16, 8, 8, 4]
10:6:5:10 => [16, 15, 20, 10, 15, 25, 10, 0, 15, 20]-[14, 15, 10, 20, 15, 5, 20, 30, 15, 10]
10:6:6:10 => [14, 24, 18, 36, 12, 12, 18, 24, 12, 6]-[22, 12, 18, 0, 24, 24, 18, 12, 24, 30]
10:6:7:10 => [19, 8, 28, 21, 14, 21, 35, 21, 21, 21]-[23, 34, 14, 21, 28, 21, 7, 21, 21, 21]
10:6:8:10 => [18, 21, 40, 32, 24, 24, 16, 16, 16, 24]-[30, 27, 8, 16, 24, 24, 32, 32, 32, 24]
